portfolio_date,position_id,name,instrument_type,asset_class,factor,target_weight,target_notional_fraction_of_nav,start_market_value,start_notional,position_pnl,pretrade_market_value,end_market_value,end_notional,modified_duration,convexity,holdings_version,rebalanced
2023-01-04,XOM,Exxon Mobil Corporation,equity,US Equity,XOM_RETURN,0.02,,200000.0,0.0,882.6926329852399,200882.69263298524,200600.84293223993,0.0,0.0,0.0,1,True
2023-01-04,LQD,iShares iBoxx Investment Grade Corporate Bond ETF,etf,Investment Grade Credit,LQD_RETURN,0.06,,600000.0,0.0,2518.6135855058997,602518.6135855059,601802.5287967197,0.0,0.0,0.0,1,True
2023-01-04,HYG,iShares iBoxx High Yield Corporate Bond ETF,etf,High Yield Credit,HYG_RETURN,0.04,,400000.0,0.0,403.542031642,400403.542031642,401201.68586447986,0.0,0.0,0.0,1,True
2023-01-04,TIP,iShares TIPS Bond ETF,etf,Inflation-Linked Bonds,TIP_RETURN,0.05,,500000.0,0.0,2211.7487143881503,502211.7487143882,501502.1073305998,0.0,0.0,0.0,1,True
2023-01-04,US2Y,US 2Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS2_CHANGE,0.05,,500000.0,0.0,399.6479453657534,500399.64794536575,501502.1073305998,0.0,1.9,4.0,1,True
2023-01-04,US5Y,US 5Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS5_CHANGE,0.06,,600000.0,0.0,2373.8728409245828,602373.8728409245,601802.5287967197,0.0,4.5,22.0,1,True
2023-01-04,US10Y,US 10Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS10_CHANGE,0.06,,600000.0,0.0,5657.36618555113,605657.3661855512,601802.5287967197,0.0,8.0,70.0,1,True
2023-01-04,US30Y,US 30Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS30_CHANGE,0.03,,300000.0,0.0,4767.044913197198,304767.04491319717,300901.26439835987,0.0,17.0,310.0,1,True
2023-01-04,GLD,SPDR Gold Shares,etf,Precious Metals,GLD_RETURN,0.06,,600000.0,0.0,6987.563463302819,606987.5634633028,601802.5287967197,0.0,0.0,0.0,1,True
2023-01-04,SLV,iShares Silver Trust,etf,Precious Metals,SLV_RETURN,0.02,,200000.0,0.0,53.077515467439994,200053.07751546745,200600.84293223993,0.0,0.0,0.0,1,True
2023-01-04,PPLT,abrdn Physical Platinum Shares ETF,etf,Precious Metals,PPLT_RETURN,0.01,,100000.0,0.0,206.13012354376002,100206.13012354376,100300.42146611997,0.0,0.0,0.0,1,True
2023-01-04,DBC,Invesco DB Commodity Index Tracking Fund,etf,Commodities,DBC_RETURN,0.04,,400000.0,0.0,-1878.2746170312,398121.7253829688,401201.68586447986,0.0,0.0,0.0,1,True
2023-01-04,USO,United States Oil Fund,etf,Commodities,USO_RETURN,0.02,,200000.0,0.0,-702.2815026889999,199297.718497311,200600.84293223993,0.0,0.0,0.0,1,True
2023-01-04,USD_CASH,USD Cash,cash,Cash,CASH_RETURN,0.06999999999999962,,699999.9999999962,0.0,0.0,701106.9634198955,702102.9502628358,0.0,0.0,0.0,1,True
2023-01-04,EURUSD_OVERLAY,Long EUR / Short USD Overlay,fx_forward,FX,EURUSD_RETURN,,0.05,0.0,500000.0,1106.9634198993,0.0,0.0,501502.1073305998,0.0,0.0,1,True
2023-01-05,SPY,SPDR S&P 500 ETF Trust,etf,US Equity,SPY_RETURN,0.1,,1003004.2146611996,0.0,8499.289782454576,1011503.5044436542,1011503.5044436542,0.0,0.0,0.0,1,False
2023-01-05,QQQ,Invesco QQQ Trust,etf,US Equity,QQQ_RETURN,0.05,,501502.1073305998,0.0,4859.894087644741,506362.00141824456,506362.00141824456,0.0,0.0,0.0,1,False
2023-01-05,IWM,iShares Russell 2000 ETF,etf,US Equity,IWM_RETURN,0.04,,401201.68586447986,0.0,-598.1505058905811,400603.53535858926,400603.53535858926,0.0,0.0,0.0,1,False
2023-01-05,EFA,iShares MSCI EAFE ETF,etf,International Equity,EFA_RETURN,0.07,,702102.9502628398,0.0,8588.386703407143,710691.336966247,710691.336966247,0.0,0.0,0.0,1,False
2023-01-05,EEM,iShares MSCI Emerging Markets ETF,etf,Emerging Markets Equity,EEM_RETURN,0.04,,401201.68586447986,0.0,6451.909963645344,407653.5958281252,407653.5958281252,0.0,0.0,0.0,1,False
2023-01-05,VNQ,Vanguard Real Estate ETF,etf,Real Estate,VNQ_RETURN,0.03,,300901.26439835987,0.0,-1232.8959688817358,299668.36842947814,299668.36842947814,0.0,0.0,0.0,1,False
2023-01-05,AAPL,Apple Inc.,equity,US Equity,AAPL_RETURN,0.02,,200600.84293223993,0.0,3567.6606005754643,204168.5035328154,204168.5035328154,0.0,0.0,0.0,1,False
2023-01-05,MSFT,Microsoft Corporation,equity,US Equity,MSFT_RETURN,0.02,,200600.84293223993,0.0,2835.0061262329364,203435.84905847287,203435.84905847287,0.0,0.0,0.0,1,False
2023-01-05,JPM,JPMorgan Chase & Co.,equity,US Equity,JPM_RETURN,0.02,,200600.84293223993,0.0,1763.173993382289,202364.0169256222,202364.0169256222,0.0,0.0,0.0,1,False
2023-01-05,JNJ,Johnson & Johnson,equity,US Equity,JNJ_RETURN,0.02,,200600.84293223993,0.0,1254.2250078457257,201855.06794008566,201855.06794008566,0.0,0.0,0.0,1,False
2023-01-05,XOM,Exxon Mobil Corporation,equity,US Equity,XOM_RETURN,0.02,,200600.84293223993,0.0,2445.4533664688574,203046.2962987088,203046.2962987088,0.0,0.0,0.0,1,False
2023-01-05,LQD,iShares iBoxx Investment Grade Corporate Bond ETF,etf,Investment Grade Credit,LQD_RETURN,0.06,,601802.5287967197,0.0,-576.9831135024244,601225.5456832174,601225.5456832174,0.0,0.0,0.0,1,False
2023-01-05,HYG,iShares iBoxx High Yield Corporate Bond ETF,etf,High Yield Credit,HYG_RETURN,0.04,,401201.68586447986,0.0,-1921.8698703330738,399279.8159941468,399279.8159941468,0.0,0.0,0.0,1,False
2023-01-05,TIP,iShares TIPS Bond ETF,etf,Inflation-Linked Bonds,TIP_RETURN,0.05,,501502.1073305998,0.0,-998.0132886393867,500504.09404196043,500504.09404196043,0.0,0.0,0.0,1,False
2023-01-05,US2Y,US 2Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS2_CHANGE,0.05,,501502.1073305998,0.0,-284.2196717366218,501217.88765886315,501217.88765886315,0.0,1.9,4.0,1,False
2023-01-05,US5Y,US 5Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS5_CHANGE,0.06,,601802.5287967197,0.0,-142.54502670066935,601659.983770019,601659.983770019,0.0,4.5,22.0,1,False
2023-01-05,US10Y,US 10Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS10_CHANGE,0.06,,601802.5287967197,0.0,-1188.8565201034096,600613.6722766163,600613.6722766163,0.0,8.0,70.0,1,False
2023-01-05,US30Y,US 30Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS30_CHANGE,0.03,,300901.26439835987,0.0,-326.74170358505665,300574.5226947748,300574.5226947748,0.0,17.0,310.0,1,False
2023-01-05,GLD,SPDR Gold Shares,etf,Precious Metals,GLD_RETURN,0.06,,601802.5287967197,0.0,-6035.460322785373,595767.0684739343,595767.0684739343,0.0,0.0,0.0,1,False
2023-01-05,SLV,iShares Silver Trust,etf,Precious Metals,SLV_RETURN,0.02,,200600.84293223993,0.0,-1614.0803150894874,198986.76261715044,198986.76261715044,0.0,0.0,0.0,1,False
2023-01-05,PPLT,abrdn Physical Platinum Shares ETF,etf,Precious Metals,PPLT_RETURN,0.01,,100300.42146611997,0.0,-20.117434677725523,100280.30403144224,100280.30403144224,0.0,0.0,0.0,1,False
2023-01-05,DBC,Invesco DB Commodity Index Tracking Fund,etf,Commodities,DBC_RETURN,0.04,,401201.68586447986,0.0,3095.257222920064,404296.94308739994,404296.94308739994,0.0,0.0,0.0,1,False
2023-01-05,USO,United States Oil Fund,etf,Commodities,USO_RETURN,0.02,,200600.84293223993,0.0,4647.41654442411,205248.25947666404,205248.25947666404,0.0,0.0,0.0,1,False
2023-01-05,USD_CASH,USD Cash,cash,Cash,CASH_RETURN,0.06999999999999962,,702102.9502628358,0.0,0.0,702801.3309410022,702801.3309410022,0.0,0.0,0.0,1,False
2023-01-05,EURUSD_OVERLAY,Long EUR / Short USD Overlay,fx_forward,FX,EURUSD_RETURN,,0.05,0.0,501502.1073305998,698.380678166405,0.0,0.0,501502.1073305998,0.0,0.0,1,False
2023-01-06,SPY,SPDR S&P 500 ETF Trust,etf,US Equity,SPY_RETURN,0.1,,1011503.5044436542,0.0,-74.6385668167138,1011428.8658768375,1011428.8658768375,0.0,0.0,0.0,1,False
2023-01-06,QQQ,Invesco QQQ Trust,etf,US Equity,QQQ_RETURN,0.05,,506362.00141824456,0.0,-9414.434406853004,496947.56701139157,496947.56701139157,0.0,0.0,0.0,1,False
2023-01-06,IWM,iShares Russell 2000 ETF,etf,US Equity,IWM_RETURN,0.04,,400603.53535858926,0.0,6312.936308064731,406916.471666654,406916.471666654,0.0,0.0,0.0,1,False
2023-01-06,EFA,iShares MSCI EAFE ETF,etf,International Equity,EFA_RETURN,0.07,,710691.336966247,0.0,1437.0754770277472,712128.4124432747,712128.4124432747,0.0,0.0,0.0,1,False
2023-01-06,EEM,iShares MSCI Emerging Markets ETF,etf,Emerging Markets Equity,EEM_RETURN,0.04,,407653.5958281252,0.0,-1028.2356820636937,406625.3601460615,406625.3601460615,0.0,0.0,0.0,1,False
2023-01-06,VNQ,Vanguard Real Estate ETF,etf,Real Estate,VNQ_RETURN,0.03,,299668.36842947814,0.0,3279.447055017058,302947.8154844952,302947.8154844952,0.0,0.0,0.0,1,False
2023-01-06,AAPL,Apple Inc.,equity,US Equity,AAPL_RETURN,0.02,,204168.5035328154,0.0,-1549.7413721882076,202618.7621606272,202618.7621606272,0.0,0.0,0.0,1,False
2023-01-06,MSFT,Microsoft Corporation,equity,US Equity,MSFT_RETURN,0.02,,203435.84905847287,0.0,-889.5288183820337,202546.32024009083,202546.32024009083,0.0,0.0,0.0,1,False
2023-01-06,JPM,JPMorgan Chase & Co.,equity,US Equity,JPM_RETURN,0.02,,202364.0169256222,0.0,1892.710902058809,204256.72782768102,204256.72782768102,0.0,0.0,0.0,1,False
2023-01-06,JNJ,Johnson & Johnson,equity,US Equity,JNJ_RETURN,0.02,,201855.06794008566,0.0,-210.6049420813896,201644.46299800428,201644.46299800428,0.0,0.0,0.0,1,False
2023-01-06,XOM,Exxon Mobil Corporation,equity,US Equity,XOM_RETURN,0.02,,203046.2962987088,0.0,754.3985423959865,203800.6948411048,203800.6948411048,0.0,0.0,0.0,1,False
2023-01-06,LQD,iShares iBoxx Investment Grade Corporate Bond ETF,etf,Investment Grade Credit,LQD_RETURN,0.06,,601225.5456832174,0.0,1439.1263129320466,602664.6719961494,602664.6719961494,0.0,0.0,0.0,1,False
2023-01-06,HYG,iShares iBoxx High Yield Corporate Bond ETF,etf,High Yield Credit,HYG_RETURN,0.04,,399279.8159941468,0.0,428.44562453813046,399708.2616186849,399708.2616186849,0.0,0.0,0.0,1,False
2023-01-06,TIP,iShares TIPS Bond ETF,etf,Inflation-Linked Bonds,TIP_RETURN,0.05,,500504.09404196043,0.0,1174.5067822076414,501678.60082416807,501678.60082416807,0.0,0.0,0.0,1,False
2023-01-06,US2Y,US 2Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS2_CHANGE,0.05,,501217.88765886315,0.0,-79.91729061493369,501137.97036824824,501137.97036824824,0.0,1.9,4.0,1,False
2023-01-06,US5Y,US 5Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS5_CHANGE,0.06,,601659.983770019,0.0,492.2543563629719,602152.238126382,602152.238126382,0.0,4.5,22.0,1,False
2023-01-06,US10Y,US 10Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS10_CHANGE,0.06,,600613.6722766163,0.0,784.071136951456,601397.7434135678,601397.7434135678,0.0,8.0,70.0,1,False
2023-01-06,US30Y,US 30Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS30_CHANGE,0.03,,300574.5226947748,0.0,2266.6625022545886,302841.1851970294,302841.1851970294,0.0,17.0,310.0,1,False
2023-01-06,GLD,SPDR Gold Shares,etf,Precious Metals,GLD_RETURN,0.06,,595767.0684739343,0.0,4978.407287482547,600745.4757614168,600745.4757614168,0.0,0.0,0.0,1,False
2023-01-06,SLV,iShares Silver Trust,etf,Precious Metals,SLV_RETURN,0.02,,198986.76261715044,0.0,4316.109728474719,203302.87234562516,203302.87234562516,0.0,0.0,0.0,1,False
2023-01-06,PPLT,abrdn Physical Platinum Shares ETF,etf,Precious Metals,PPLT_RETURN,0.01,,100280.30403144224,0.0,656.0516553500421,100936.35568679229,100936.35568679229,0.0,0.0,0.0,1,False
2023-01-06,DBC,Invesco DB Commodity Index Tracking Fund,etf,Commodities,DBC_RETURN,0.04,,404296.94308739994,0.0,2114.4573349822326,406411.40042238217,406411.40042238217,0.0,0.0,0.0,1,False
2023-01-06,USO,United States Oil Fund,etf,Commodities,USO_RETURN,0.02,,205248.25947666404,0.0,1652.9728033086476,206901.2322799727,206901.2322799727,0.0,0.0,0.0,1,False
2023-01-06,USD_CASH,USD Cash,cash,Cash,CASH_RETURN,0.06999999999999962,,702801.3309410022,0.0,0.0,702294.0608608057,702294.0608608057,0.0,0.0,0.0,1,False
2023-01-06,EURUSD_OVERLAY,Long EUR / Short USD Overlay,fx_forward,FX,EURUSD_RETURN,,0.05,0.0,501502.1073305998,-507.27008019660485,0.0,0.0,501502.1073305998,0.0,0.0,1,False
2023-01-09,SPY,SPDR S&P 500 ETF Trust,etf,US Equity,SPY_RETURN,0.1,,1011428.8658768375,0.0,14236.91248524498,1025665.7783620826,1025665.7783620826,0.0,0.0,0.0,1,False
2023-01-09,QQQ,Invesco QQQ Trust,etf,US Equity,QQQ_RETURN,0.05,,496947.56701139157,0.0,6415.503831772633,503363.0708431642,503363.0708431642,0.0,0.0,0.0,1,False
2023-01-09,IWM,iShares Russell 2000 ETF,etf,US Equity,IWM_RETURN,0.04,,406916.471666654,0.0,9281.89821291942,416198.3698795734,416198.3698795734,0.0,0.0,0.0,1,False
2023-01-09,EFA,iShares MSCI EAFE ETF,etf,International Equity,EFA_RETURN,0.07,,712128.4124432747,0.0,8762.149569328552,720890.5620126033,720890.5620126033,0.0,0.0,0.0,1,False
2023-01-09,EEM,iShares MSCI Emerging Markets ETF,etf,Emerging Markets Equity,EEM_RETURN,0.04,,406625.3601460615,0.0,2187.2603805202793,408812.62052658177,408812.62052658177,0.0,0.0,0.0,1,False
2023-01-09,VNQ,Vanguard Real Estate ETF,etf,Real Estate,VNQ_RETURN,0.03,,302947.8154844952,0.0,1762.3540255202456,304710.16951001546,304710.16951001546,0.0,0.0,0.0,1,False
2023-01-09,AAPL,Apple Inc.,equity,US Equity,AAPL_RETURN,0.02,,202618.7621606272,0.0,4111.203166886378,206729.96532751358,206729.96532751358,0.0,0.0,0.0,1,False
2023-01-09,MSFT,Microsoft Corporation,equity,US Equity,MSFT_RETURN,0.02,,202546.32024009083,0.0,3563.327850489257,206109.6480905801,206109.6480905801,0.0,0.0,0.0,1,False
2023-01-09,JPM,JPMorgan Chase & Co.,equity,US Equity,JPM_RETURN,0.02,,204256.72782768102,0.0,3273.0006860729627,207529.72851375397,207529.72851375397,0.0,0.0,0.0,1,False
2023-01-09,JNJ,Johnson & Johnson,equity,US Equity,JNJ_RETURN,0.02,,201644.46299800428,0.0,3004.555082137484,204649.01808014177,204649.01808014177,0.0,0.0,0.0,1,False
2023-01-09,XOM,Exxon Mobil Corporation,equity,US Equity,XOM_RETURN,0.02,,203800.6948411048,0.0,513.6655985719615,204314.36043967676,204314.36043967676,0.0,0.0,0.0,1,False
2023-01-09,LQD,iShares iBoxx Investment Grade Corporate Bond ETF,etf,Investment Grade Credit,LQD_RETURN,0.06,,602664.6719961494,0.0,1804.2057500078774,604468.8777461572,604468.8777461572,0.0,0.0,0.0,1,False
2023-01-09,HYG,iShares iBoxx High Yield Corporate Bond ETF,etf,High Yield Credit,HYG_RETURN,0.04,,399708.2616186849,0.0,7018.151136839256,406726.41275552416,406726.41275552416,0.0,0.0,0.0,1,False
2023-01-09,TIP,iShares TIPS Bond ETF,etf,Inflation-Linked Bonds,TIP_RETURN,0.05,,501678.60082416807,0.0,663.1203517592631,502341.7211759273,502341.7211759273,0.0,0.0,0.0,1,False
2023-01-09,US2Y,US 2Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS2_CHANGE,0.05,,501137.97036824824,0.0,-212.27211761424917,500925.698250634,500925.698250634,0.0,1.9,4.0,1,False
2023-01-09,US5Y,US 5Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS5_CHANGE,0.06,,602152.238126382,0.0,-153.39021805136883,601998.8479083306,601998.8479083306,0.0,4.5,22.0,1,False
2023-01-09,US10Y,US 10Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS10_CHANGE,0.06,,601397.7434135678,0.0,-414.7161313941973,600983.0272821736,600983.0272821736,0.0,8.0,70.0,1,False
2023-01-09,US30Y,US 30Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS30_CHANGE,0.03,,302841.1851970294,0.0,-20.68225846780672,302820.50293856155,302820.50293856155,0.0,17.0,310.0,1,False
2023-01-09,GLD,SPDR Gold Shares,etf,Precious Metals,GLD_RETURN,0.06,,600745.4757614168,0.0,-6221.384541135961,594524.0912202809,594524.0912202809,0.0,0.0,0.0,1,False
2023-01-09,SLV,iShares Silver Trust,etf,Precious Metals,SLV_RETURN,0.02,,203302.87234562516,0.0,-553.9424004030552,202748.9299452221,202748.9299452221,0.0,0.0,0.0,1,False
2023-01-09,PPLT,abrdn Physical Platinum Shares ETF,etf,Precious Metals,PPLT_RETURN,0.01,,100936.35568679229,0.0,-670.824218691687,100265.5314681006,100265.5314681006,0.0,0.0,0.0,1,False
2023-01-09,DBC,Invesco DB Commodity Index Tracking Fund,etf,Commodities,DBC_RETURN,0.04,,406411.40042238217,0.0,-3385.682002921544,403025.71841946064,403025.71841946064,0.0,0.0,0.0,1,False
2023-01-09,USO,United States Oil Fund,etf,Commodities,USO_RETURN,0.02,,206901.2322799727,0.0,104.30349621182286,207005.53577618452,207005.53577618452,0.0,0.0,0.0,1,False
2023-01-09,USD_CASH,USD Cash,cash,Cash,CASH_RETURN,0.06999999999999962,,702294.0608608057,0.0,0.0,704076.313431021,704076.313431021,0.0,0.0,0.0,1,False
2023-01-09,EURUSD_OVERLAY,Long EUR / Short USD Overlay,fx_forward,FX,EURUSD_RETURN,,0.05,0.0,501502.1073305998,1782.252570215243,0.0,0.0,501502.1073305998,0.0,0.0,1,False
2023-01-10,SPY,SPDR S&P 500 ETF Trust,etf,US Equity,SPY_RETURN,0.1,,1025665.7783620826,0.0,4684.364325359914,1030350.1426874425,1030350.1426874425,0.0,0.0,0.0,1,False
2023-01-10,QQQ,Invesco QQQ Trust,etf,US Equity,QQQ_RETURN,0.05,,503363.0708431642,0.0,2337.1767242668943,505700.2475674311,505700.2475674311,0.0,0.0,0.0,1,False
2023-01-10,IWM,iShares Russell 2000 ETF,etf,US Equity,IWM_RETURN,0.04,,416198.3698795734,0.0,4935.5075762634715,421133.87745583686,421133.87745583686,0.0,0.0,0.0,1,False
2023-01-10,EFA,iShares MSCI EAFE ETF,etf,International Equity,EFA_RETURN,0.07,,720890.5620126033,0.0,5559.2313809132165,726449.7933935164,726449.7933935164,0.0,0.0,0.0,1,False
2023-01-10,EEM,iShares MSCI Emerging Markets ETF,etf,Emerging Markets Equity,EEM_RETURN,0.04,,408812.62052658177,0.0,4275.894100419819,413088.5146270016,413088.5146270016,0.0,0.0,0.0,1,False
2023-01-10,VNQ,Vanguard Real Estate ETF,etf,Real Estate,VNQ_RETURN,0.03,,304710.16951001546,0.0,2817.863934875156,307528.03344489064,307528.03344489064,0.0,0.0,0.0,1,False
2023-01-10,AAPL,Apple Inc.,equity,US Equity,AAPL_RETURN,0.02,,206729.96532751358,0.0,2749.7475886525044,209479.71291616609,209479.71291616609,0.0,0.0,0.0,1,False
2023-01-10,MSFT,Microsoft Corporation,equity,US Equity,MSFT_RETURN,0.02,,206109.6480905801,0.0,1255.6609987303725,207365.30908931047,207365.30908931047,0.0,0.0,0.0,1,False
2023-01-10,JPM,JPMorgan Chase & Co.,equity,US Equity,JPM_RETURN,0.02,,207529.72851375397,0.0,685.4266120044617,208215.15512575844,208215.15512575844,0.0,0.0,0.0,1,False
2023-01-10,JNJ,Johnson & Johnson,equity,US Equity,JNJ_RETURN,0.02,,204649.01808014177,0.0,1027.0079568345332,205676.0260369763,205676.0260369763,0.0,0.0,0.0,1,False
2023-01-10,XOM,Exxon Mobil Corporation,equity,US Equity,XOM_RETURN,0.02,,204314.36043967676,0.0,2229.4260557642738,206543.78649544105,206543.78649544105,0.0,0.0,0.0,1,False
2023-01-10,LQD,iShares iBoxx Investment Grade Corporate Bond ETF,etf,Investment Grade Credit,LQD_RETURN,0.06,,604468.8777461572,0.0,246.34049513260885,604715.2182412898,604715.2182412898,0.0,0.0,0.0,1,False
2023-01-10,HYG,iShares iBoxx High Yield Corporate Bond ETF,etf,High Yield Credit,HYG_RETURN,0.04,,406726.41275552416,0.0,117.05908148115572,406843.4718370053,406843.4718370053,0.0,0.0,0.0,1,False
2023-01-10,TIP,iShares TIPS Bond ETF,etf,Inflation-Linked Bonds,TIP_RETURN,0.05,,502341.7211759273,0.0,1963.7126197343919,504305.4337956617,504305.4337956617,0.0,0.0,0.0,1,False
2023-01-10,US2Y,US 2Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS2_CHANGE,0.05,,500925.698250634,0.0,-29.603439035887348,500896.09481159813,500896.09481159813,0.0,1.9,4.0,1,False
2023-01-10,US5Y,US 5Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS5_CHANGE,0.06,,601998.8479083306,0.0,-14.96633876763327,601983.881569563,601983.881569563,0.0,4.5,22.0,1,False
2023-01-10,US10Y,US 10Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS10_CHANGE,0.06,,600983.0272821736,0.0,405.7782168178273,601388.8054989915,601388.8054989915,0.0,8.0,70.0,1,False
2023-01-10,US30Y,US 30Y Synthetic Constant-Sensitivity Bond,bond,Government Bonds,DGS30_CHANGE,0.03,,302820.50293856155,0.0,-887.0291208414332,301933.47381772014,301933.47381772014,0.0,17.0,310.0,1,False
2023-01-10,GLD,SPDR Gold Shares,etf,Precious Metals,GLD_RETURN,0.06,,594524.0912202809,0.0,513.6758403886231,595037.7670606695,595037.7670606695,0.0,0.0,0.0,1,False
2023-01-10,SLV,iShares Silver Trust,etf,Precious Metals,SLV_RETURN,0.02,,202748.9299452221,0.0,-1767.6303957336133,200981.2995494885,200981.2995494885,0.0,0.0,0.0,1,False
2023-01-10,PPLT,abrdn Physical Platinum Shares ETF,etf,Precious Metals,PPLT_RETURN,0.01,,100265.5314681006,0.0,839.3162320109802,101104.84770011158,101104.84770011158,0.0,0.0,0.0,1,False
2023-01-10,DBC,Invesco DB Commodity Index Tracking Fund,etf,Commodities,DBC_RETURN,0.04,,403025.71841946064,0.0,4575.453234187994,407601.1716536486,407601.1716536486,0.0,0.0,0.0,1,False
2023-01-10,USO,United States Oil Fund,etf,Commodities,USO_RETURN,0.02,,207005.53577618452,0.0,6908.5850426924935,213914.120818877,213914.120818877,0.0,0.0,0.0,1,False
2023-01-10,USD_CASH,USD Cash,cash,Cash,CASH_RETURN,0.06999999999999962,,704076.313431021,0.0,0.0,704881.9681030571,704881.9681030571,0.0,0.0,0.0,1,False
2023-01-10,EURUSD_OVERLAY,Long EUR / Short USD Overlay,fx_forward,FX,EURUSD_RETURN,,0.05,0.0,501502.1073305998,805.6546720362229,0.0,0.0,501502.1073305998,0.0,0.0,1,False
2023-01-11,SPY,SPDR S&P 500 ETF Trust,etf,US Equity,SPY_RETURN,0.1,,1030350.1426874425,0.0,-1453.281684581405,1028896.861002861,1028896.861002861,0.0,0.0,0.0,1,False
2023-01-11,QQQ,Invesco QQQ Trust,etf,US Equity,QQQ_RETURN,0.05,,505700.2475674311,0.0,2458.1860001896657,508158.4335676208,508158.4335676208,0.0,0.0,0.0,1,False
2023-01-11,IWM,iShares Russell 2000 ETF,etf,US Equity,IWM_RETURN,0.04,,421133.87745583686,0.0,-6388.254997633878,414745.622458203,414745.622458203,0.0,0.0,0.0,1,False
2023-01-11,EFA,iShares MSCI EAFE ETF,etf,International Equity,EFA_RETURN,0.07,,726449.7933935164,0.0,3458.9631389036845,729908.7565324202,729908.7565324202,0.0,0.0,0.0,1,False
2023-01-11,EEM,iShares MSCI Emerging Markets ETF,etf,Emerging Markets Equity,EEM_RETURN,0.04,,413088.5146270016,0.0,-1772.2272125587997,411316.2874144428,411316.2874144428,0.0,0.0,0.0,1,False
2023-01-11,VNQ,Vanguard Real Estate ETF,etf,Real Estate,VNQ_RETURN,0.03,,307528.03344489064,0.0,-147.04448506779823,307380.98895982286,307380.98895982286,0.0,0.0,0.0,1,False
2023-01-11,AAPL,Apple Inc.,equity,US Equity,AAPL_RETURN,0.02,,209479.71291616609,0.0,-460.38716907800534,209019.3257470881,209019.3257470881,0.0,0.0,0.0,1,False
2023-01-11,MSFT,Microsoft Corporation,equity,US Equity,MSFT_RETURN,0.02,,207365.30908931047,0.0,602.1607980341636,207967.46988734463,207967.46988734463,0.0,0.0,0.0,1,False
